title,published_date,updated_published_date,author,content,location,crime,news_url,img_url,latitude,longitude,crime_numeric
Van carrying Kim Chiu shot in QC; actress unharmed,03/04/2020 7:09,03/04/2020 9:39,,unidentified morning shot carrying actress city super allan balita flash report avenue avenue city driver actress avenue city reportedly personal assistant driver unharmed shooting incident corner heavy traffic area police said past according driver taberna turn left avenue thought target white board motorcycle shooting police said fired actress vehicle idea kung taberna said interview news police incident information city police district said fled avenue hand immediately away scene rescuer balita report said post account said motive shooting nt idea mistaken identity guess joke said said asleep inside driver bullet windshield head laying said nt know feel right anna,"Katipunan Avenue, Quezon City",Violent Crime,https://www.gmanetwork.com/news/topstories/metro/728255/van-carrying-kim-chiu-shot-in-qc/story/,https://images.gmanews.tv/webpics/2020/03/kimchiu_2020_03_04_08_02_30.jpg,14.6498927,121.0744741,1
Criminal raps filed vs. Greenhills hostage-taker Paray,03/04/2020 16:01,," ANNA FELICIA BAJO, GMA News ",criminal security guard people hostage inside mall city according eastern police district murder illegal detention illegal possession firearm ammunition illegal possession explosive incendiary device city prosecutor office presently city police station hostage voice displeasure unfair treatment security firm hurt hostage taking incident million owner security agency accept armed face media,San Juan City,Violent Crime,https://www.gmanetwork.com/news/topstories/metro/728287/criminal-raps-filed-vs-greenhills-hostage-taker-paray/story/,https://images.gmanews.tv/webpics/2020/03/paray_2020_03_04_11_54_29.jpg,,,1
Special task group created to probe shooting incident involving Kim Chiu's van,03/04/2020 17:22,," JOVILAND RITA, GMA News ",city police district special investigation task group facing blank wall shooting incident carrying actress report news reporter maki said police determine motive shooting looking possible report said shell crime scene sustained seven bullet right said able penetrate driver passenger vehicle connection incident assistant driver taberna incident taberna said turn left avenue thought target board motorcycle shooting fled direction sora avenue actress home vehicle barangay incident police left area went straight actress post said idea experience asleep inside exact driver bullet windshield head laying kung script said nt know feel right added,"Katipunan Avenue, Quezon City",Violent Crime,https://www.gmanetwork.com/news/topstories/metro/728334/special-task-group-created-to-probe-shooting-incident-involving-kim-chiu-s-van/story/,https://images.gmanews.tv/webpics/2020/03/vannikim_2020_03_04_07_27_36.jpg,14.6498927,121.0744741,1
PDEA: Delivery apps being used to transport drugs,03/04/2020 21:38,,,drug innovative mode delivery illegal ecstasy drug enforcement agency found admitted delivery transport according exclusive report teacher village city found possession ecstasy source nito innovative aside physical para concealment method organized team leader said test purchase received package deliveryman motorcycle package beauty like face closer look revealed illegal hidden beneath separate incident uncovered ecstasy liquid ecstasy package thoroughly inspect receive,,Statutory Crime,https://www.gmanetwork.com/news/topstories/metro/728369/pdea-delivery-apps-being-used-to-transport-drugs/story/,https://images.gmanews.tv/webpics/2020/03/Drug_dealer_in_QC_2020_03_04_21_30_38.jpg,,,4
Former Falcon center Papi Sarr arrested for allegedly threatening Adamson official,03/05/2020 20:29,,,university center allegedly threatening school official team according report manila police district soaring falcon school official inside saint vincent given dismissal letter year brother time crumpled letter official chest reportedly punch official people later police official complaint remains large unjust vexation light threat angelica,,Violent Crime,https://www.gmanetwork.com/news/topstories/metro/728521/former-falcon-center-papi-sarr-arrested-for-allegedly-threatening-adamson-official/story/,https://images.gmanews.tv/webpics/2020/03/papi_sarr_2020_03_05_20_49_04.JPG,,,1
UST Angelicum College suspends classes due to bomb threat,03/06/2020 11:18,,,classes college suspended bomb threat post school administration fetch safety college classes today march bomb threat post said flash report college city bomb threat fetch soon possible church information thank,,Property Crime,https://www.gmanetwork.com/news/topstories/metro/728574/ust-angelicum-college-suspends-classes-due-to-bomb-threat/story/,https://images.gmanews.tv/webpics/2020/03/angelicum_2020_03_06_11_17_51.png,,,2
" Customs seizes P400,000 cash from Filipino passenger at NAIA ",3/13/2020 14:13,," TED CORDERO, GMA News ",bureau customs said international airport cold cash passenger statement bureau said port passenger march bring written authorization woman action violation manual cross border local foreign exchange transaction circular series customs said aside seizure violation section customs modernization tariff passenger currently facing criminal violation section central bank section said passenger penalty fine imprisonment discretion court hand violation section imposable penalty imprisonment year fine public advised cross border transaction local currency sought written priority authority said,,Statutory Crime,https://www.gmanetwork.com/news/topstories/metro/729530/customs-seizes-p400-000-cash-from-filipino-passenger-at-naia/story/,https://images.gmanews.tv/webpics/2019/12/naia__2019_12_16_15_41_41.JPG,,,4
Marikina barangay chairman to face charges for fake information on COVID-19,3/19/2020 19:51,,,chairman barangay marikina face spreading false information disease covid mayor said barangay chairman live resident barangay covid marikina city health office rescue said person investigation security guard positive case letter department interior local government rescue chief said health department direct violation protocol forth public covid case causing fear panic trauma barangay said according city health officer confirmed disclosed department health research institute medicine added responsible concerned local government unit city health office city epidemiological surveillance unit conduct virus included contact tracing patient disinfection health urging responsible posting social media especially covid said time panic trying times come family help added confirmed covid country rose,Marikina City,Financial or White Collar Crime,https://www.gmanetwork.com/news/topstories/metro/730488/marikina-barangay-chairman-to-face-charges-for-fake-information-on-covid-19/story/,https://images.gmanews.tv/webpics/2020/03/marikina_city_FB_2020_03_09_16_16_05.jpg,,,5
NBI raids store in Manila for selling overpriced thermal scanners,3/21/2020 1:02,,,thermal sold times higher regular price following entrapment operation national bureau investigation medical store avenue manila face rare commodity amid spread disease covid according report staff store owner raid face violation republic price hoarding file crack said posing went medical depot thermal sign glass door said store stock thermal face despite stock sign salesperson came thermal scanner store selling times higher usual price personnel said team able confiscate thermal face,,Financial or White Collar Crime,https://www.gmanetwork.com/news/topstories/metro/730672/nbi-raids-stores-in-manila-6-for-selling-overpriced-thermal-scanners/story/,https://images.gmanews.tv/webpics/2020/03/Thermal_scanner_hoarding_2020_03_21_01_01_47.JPG,,,5
" NBI files raps vs. 2 medical supply stores for selling P10M worth of overpriced thermal scanners, masks ",3/24/2020 16:15,,NICOLE-ANNE C. LAGRIMAS,national bureau investigation criminal employed medical supply manila found selling thermal face justice undersecretary said underwent inquest manila prosecutor office afternoon face profiteering hoarding price unfair unconscionable consumer said message icon trading medical medical equipment said thermal face worth million storage room store avenue manila director eric said operation stemmed information store selling thermal times higher regular price store door sign said thermal kind mask said said assistant manager cashier staff store owner area time bureau said operation said professional skin care formula establishment allegedly isopropyl alcohol poseur customer able alcohol higher price department trade industry operation said isopropyl alcohol allegedly sold smaller business owner staff member face said,Manila City,Financial or White Collar Crime,https://www.gmanetwork.com/news/topstories/metro/731072/nbi-files-raps-vs-2-medical-supply-stores-for-selling-p10m-worth-of-overpriced-thermal-scanners-masks/story/,https://images.gmanews.tv/webpics/2020/03/Thermal_scanner_hoarding_2020_03_21_01_01_47.JPG,,,5
NBI arrests doctor who allegedly overpriced donated thermal scanners,3/25/2020 11:19,," NICOLE-ANNE C. LAGRIMAS, GMA News ",national bureau investigation medical doctor allegedly sold thermal donated times retail price latest anti profiteering special action unit chapter president club manila city allegedly selling thermal total million said thermal donated capacity chapter president club added said retail price thermal brought main office manila booking undergo inquest city prosecutor office accused selling thermal manila week profiteering hoarding people connected medical supply manila allegedly sold thermal face thermal medical worth million raid said,Manila City,Financial or White Collar Crime,https://www.gmanetwork.com/news/topstories/metro/731181/nbi-arrests-doctor-who-allegedly-overpriced-donated-thermal-scanners/story/,https://images.gmanews.tv/webpics/2019/06/NBI_logo_2019_06_08_13_16_45.jpg,,,5
Caloocan barangay officials allegedly involved in cockfight surrender,04/11/2020 23:28,," JOAHNA LEI CASILAO, GMA News ",chairman barangay allegedly involved cockfighting despite enhance community quarantine city mayor said barangay chairman reportedly staged cockfight manila north cemetery good village surrender forced order phone surrender immediately taken custody city police eventually turned manila police department jurisdiction manila north cemetery face said government file administrative case barangay preventively suspended lalo kung lalo said mayor vowed listen barangay official justice,"129, Caloocan City",Morality Crime,https://www.gmanetwork.com/news/topstories/metro/733611/caloocan-barangay-officials-allegedly-involved-in-cockfight-surrender/story/,https://images.gmanews.tv/webpics/2017/09/Caloocan_2017_09_07_16_57_38.jpg,,,3
Taguig condo admin mulls charges vs cops who stormed compound,4/20/2020 16:35,," LLANESCA T. PANTI, GMA News ",management pacific plaza city taking legal action group heavily armed police condominium compound afternoon amid enhanced community quarantine covid management connection police forced entry afternoon police came armed apparently arrest property security garden national police entering pacific plaza extremely upsetting clearly inappropriate possibly illegal stand legal counsel working appropriate action immediately bring court whichever appropriate authority possibly days notice sent management said include restraining order similar criminal complaint police personnel involved effect threatening unseemly civil action possible property personal police bullying private form warrant authorization notice added likewise management police social wearing face quarantine gathering shut open police management said garden area proper social pool walking sitting away despite armed particularly police major wear face mask accosted loudly following curtly away management said left pacific plaza tower told totally unacceptable clear promptly provided pool social wearing clarification properly sought alignment barangay notice pointed management pointed recently informed barangay management intended inside compound passable increasing level supervision social barangay agreed similarly person leaves unit mask form face covering guideline wear face covering mask immediately covered management behalf board notice said feel fully compliant supportive public health crisis willing talk determined right quickly reasonably management added management assured seek assistance city mayor lino unsuccessful management able touch base barangay fort assured reach mayor better understanding situation,Taguig City,Property Crime,https://www.gmanetwork.com/news/topstories/metro/734794/taguig-condo-admin-mulls-charges-vs-cops-who-stormed-compound/story/,https://images.gmanews.tv/webpics/2017/09/Taguig_2017_09_07_16_56_28.jpg,,,2
Armed police threaten to arrest Taguig condo residents for alleged ECQ violation,4/20/2020 13:28,," LLANESCA T. PANTI, GMA News ",carrying compound private high condominium city afternoon arrest allegedly wide enhanced community quarantine fear reprisal said incident afternoon pacific plaza pool closed small distance people police walking outside area waving small shouting resident told news incident fear alike said resident garden incident said walking garden wife police shouting threatening arrest walking garden mass gathering garden apart walking wife small shout police police shouting arrest small second source said garden shouting loud added joint task force covid shield commander lieutenant general statement said police incident said police went quarantine police major talking board president gemma local police received spotted people gathering common area swimming pool caution home quarantine social said second source resident place true gathering fact management clear amid quarantine people garden ensure follow social source said comment presidential harry roque said matter said police barge inside private property cause court order secure private inviolable kung roque lawyer added policy police enter private property received information crime happening property search warrant rest assured incident accordance constitution roque added,Taguig City,Property Crime,https://www.gmanetwork.com/news/topstories/metro/734756/armed-police-threaten-to-arrest-taguig-condo-residents-for-alleged-ecq-violation/story/,https://images.gmanews.tv/webpics/2017/09/Taguig_2017_09_07_16_56_28.jpg,,,2
Police ready to face charges over 'storming' incident in Taguig condo,4/21/2020 8:39,," ANNA FELICIA BAJO, GMA News ",police ready face management pacific plaza city legal action condominium compound weekend role chief police kung bang management property manager police lieutenant general commander joint task force covid shield said balita interview action went condominium supposedly social area said local government city police check condominium city government report tenant said high police official noted compound para imagine frustration police said violate doon doon property manager added armed compound private high condominium arrest allegedly wide enhanced community quarantine said incident fear condominium management condominium said appropriate action,Taguig City,Property Crime,https://www.gmanetwork.com/news/topstories/metro/734873/police-ready-to-face-charges-over-storming-incident-in-taguig-condo/story/,https://images.gmanews.tv/webpics/2020/01/eleazar_2020_01_11_07_03_55.jpg,,,2
" NCMH chief slams 'fake news,' says hospital accepting donations ",4/22/2020 23:40,,,chief national center mental health social media country working spread disease covid chief cortez said based hospital accept kind personal protection equipment official statement management people fake news unverified information light public said deny hospital fight covid cortez assured public interview hospital days coming increasing number transparency cortez statement assured public transparent donation list found official account hospital book listed proof present times said thank supporting chief administrative officer recently transferred facility received order cortez stop issuing media covid situation hospital cortez memorandum information covid prior official announcement department local government ensure prevent circulation unverified information department health going media speaking covid hospital authorized cortez said order department health hospital related covid department confirmed covid facility,,Financial or White Collar Crime,https://www.gmanetwork.com/news/topstories/metro/735203/ncmh-accepts-donations-says-hospital-chief/story/,https://images.gmanews.tv/webpics/2020/04/image1(6)_2020_04_08_17_05_43.jpeg,,,5
A man asking about relief goods was allegedly beaten by security guards,4/27/2020 11:31,,GMA News,man relief goods allegedly beaten barangay according report news alert according victim hit head said received relief goods barangay barangay staff hurt said tried grab relief goods barangay given help,Caloocan City,Violent Crime,https://www.gmanetwork.com/news/balitambayan/balita/735712/lalaking-nagtatanong-tungkol-sa-relief-goods-binugbog-umano-ng-mga-tanod/story/,https://images.gmanews.tv/webpics/2020/04/bugbog_2020_04_27_11_28_02.jpg,,,1
Fish vendor beaten up by QC lockdown enforcers released,4/30/2020 17:50,," ANNA FELICIA BAJO, GMA News ",fish vendor beaten city detention said report city police district station said good condition received said person police custody good physical condition based resolution office city prosecutor senior police report stated release local government city representative commission human present video showing barangay official repeatedly rattan stick avenue supposedly quarantine enforcer suspended incident,"Panay Avenue, Quezon City",Violent Crime,https://www.gmanetwork.com/news/topstories/metro/736308/fish-vendor-beaten-up-by-qc-lockdown-enforcers-released/story/,https://images.gmanews.tv/webpics/2020/04/Fish_vendor_willing_to_settle_2020_04_30_00_47_23.jpg,14.639759,121.0327575,1
Over 200 nabbed for violating Tondo hard lockdown on first day; mass testing continues,05/04/2020 7:59,,,hard district manila according report news balita went intending said people market decided step house year twice instance left house barber second time home police station said tried explain police arresting second time youth added disability home homeless turned department social welfare development criminal police said police implement hard special action force elite unit national police streets aboard purpose armored manila police district thing kulang director police brigadier general said night market continued manila mayor said continue sell mass testing mass testing covid found test positive antibody testing undergo swab test confirm test mass testing exposure covid contact tracing hard prevent spread covid effect,"Tondo, Manila City",Violent Crime,https://www.gmanetwork.com/news/topstories/metro/736668/over-200-nabbed-for-violating-tondo-hard-lockdown-on-first-day-mass-testing-continues/story/,https://images.gmanews.tv/webpics/2020/05/tondoviolators_2020_05_04_08_05_10.jpg,,,1
Man who avoided QC control point injured in gun fight with cops in Pasig,05/05/2020 17:09,," ANNA FELICIA BAJO, GMA News ",control point city critically injured battle police according super report shot control point radio report city police district station chief lieutenant colonel said barangay city bale doon motor said said elder injured incident brought memorial medical center said police able recover alcoholic city weapon handgun live ammunition separate press briefing chief police brigadier general elder base record patrolman kung assign said said unclear police service said younger criminology student said article penal code resistance disobedience person authority article alarm scandal liquor illegal discharge illegal possession,Quezon City,Violent Crime,https://www.gmanetwork.com/news/topstories/metro/736925/man-who-avoided-qc-control-point-injured-in-gun-fight-with-cops-in-pasig/story/,https://images.gmanews.tv/v3/webpics/v3/2014/09/2014_09_16_14_38_34.jpg,14.6508,121.04821,1
"Painter, killed in shooting in Quezon City",6/25/2020 7:25,,James Agustin,painter shot past clock morning city victim initial investigation police based story victim partner armed men came house barangay old forced way house shot victim according police painter previously police investigating motive crime,"Old Balara, Quezon City",Violent Crime,https://www.gmanetwork.com/news/balitambayan/balita/744095/pintor-patay-sa-pamamaril-sa-quezon-city/story/,https://images.gmanews.tv/v3/webpics/v3/2014/11/2014_11_18_16_20_09.jpg,14.6716797,121.0745345,1
Manila prosecutors seek justice for slain colleague Senados,07/10/2020 11:22,," TINA PANGANIBAN-PEREZ, GMA News ",office city prosecutor manila justice slain manila senior assistant city prosecutor killing chief assault brilliant public servant devoted life public service assault rule said league manila statement shot dead paco manila national bureau investigation looking incident ordered justice secretary attack prosecutor previous senseless attack entire legal profession group said statement calling killing cowardly murder said confident ambush slay soon year official handled hazardous service prosecutor prosecution service chief inquest division office city prosecutor manila probably handled hazardous personal security great risk said according national union,Manila City,Violent Crime,https://www.gmanetwork.com/news/topstories/metro/746309/manila-prosecutors-seek-justice-for-slain-colleague-senados/story/,https://images.gmanews.tv/webpics/2020/07/prosecs_2020_07_10_10_24_53.jpg,,,1
34 arrested on the day of Duterte’s 5th SONA — Sinas,7/27/2020 16:11,,,national capital region police office total president state nation address press briefing chief police major general said piston flag city driver board marikina city camp said marikina regional mobile force doon added said follow directive number vehicle time quarantine said capacity amid health crisis admitted known came conduct protest action said board city chief hold activity inside said determine anna,,Statutory Crime,https://www.gmanetwork.com/news/topstories/metro/748647/34-arrested-on-the-day-of-duterte-s-5th-sona-sinas/story/,https://images.gmanews.tv/webpics/2020/05/sinas_2020_05_18_21_15_33.jpg,,,4
PAWS files animal cruelty complaint vs Manila City Pound officials,8/29/2020 19:56,," JAMIL SANTOS, GMA News ",animal welfare society animal cruelty complaint manila city pound allegedly foot cage starvation dehydration post sick injured dogs pound provided veterinary treatment severely missing right half face number diseased dying dead facility social media showing manila pound shortly imposition enhanced community quarantine left neglect disease spare city expense animal welfare group said face violation animal welfare grave misconduct gross neglect duty conduct prejudicial best interest service administrative civil service executive director anna said manila mayor help group uphold animal welfare lodged case ombudsman trust mayor urgent action stop ongoing inhumane charge manila city pound news sought comment manila city government manila respond posting time,,Violent Crime,https://www.gmanetwork.com/news/topstories/metro/753457/paws-files-animal-cruelty-complaint-vs-manila-city-pound-officials/story/,https://images.gmanews.tv/webpics/2020/08/118214234_3270107883034834_3334881902338310411_n_2020_08_29_19_53_49.jpg,,,1
"Bicycles, targeted by thieves amid pandemic",9/13/2020 0:58,,Joahna Lei Casilao,midst disease covid pandemic bicycle theft caught footage manila according chino report weekend footage roselle social media son seen locking bicycle railing entering restaurant later man wearing hat came undid lock took bicycle accept loss bicycle selling delivery work instructor stopped pandemic fast maybe bike second moment said leave immediately said night men caught footage taking bike resident barangay manila seen rode manila police district buy good lock instruct guard park place seen home don leave outside house place outside advised public vigilant,"801, Manila City",Property Crime,https://www.gmanetwork.com/news/balitambayan/balita/755369/mga-bisikleta-pinuntirya-ng-mga-magnanakaw-sa-gitna-ng-pandemya/story/,https://images.gmanews.tv/webpics/2020/09/Untitled_2020_09_13_00_56_16.jpg,,,2
FDA monitoring alleged sale of unregistered COVID-19 vaccines in Makati,10/27/2020 15:55,," JOVILAND RITA, GMA News ",food drug administration facility city unregistered covid vaccine allegedly sold director general eric said palace briefing said received report facility selling covid written doon week administrator facility fact disclaimer said continuously inspection doon facility sure administer unregistered added currently department science technology said potential covid clinical council health research development executive director said applied vaccine according ways product registered country clinical trial approve said vaccine country said apply registration prove vaccine work going safe stable added,Makati City,Financial or White Collar Crime,https://www.gmanetwork.com/news/topstories/metro/761594/fda-monitoring-alleged-sale-of-unregistered-covid-19-vaccines-in-makati/story/,https://images.gmanews.tv/webpics/2018/12/fda_logo_2018_12_23_17_31_05.jpg,,,5
"Traffic enforcer who helped an elderly pedestrian, died after being hit by a bus",11/11/2020 23:05,,Julia Mari Ornedo,traffic enforcer helping elderly commuter cross according report mark field enforcer north senior citizen transport tried revive victim rushing hospital away later elderly commuter hurt away driver villa traffic enforcer according inter agency council traffic suspect transport face investigation suspended villa license days sent letter chairman martin fleet suspended accident said legal officer victim enforcer order accident death insurance agency aside extending legal assistance obtain possible filing civil criminal erring driver employer according additionally transport direct contact victim family family executed quit claim want pursue criminally trouble said trying transport,,Statutory Crime,https://www.gmanetwork.com/news/balitambayan/balita/763770/traffic-enforcer-na-tumulong-sa-nakatatandang-pedestrian-patay-nang-mahagip-ng-bus/story/,https://images.gmanews.tv/webpics/2020/11/Traffic_enforcer_2020_11_11_23_02_25.jpg,,,4
Customs seizes parcels with undeclared US dollar bills in Pasay,11/18/2020 15:43,,,bureau customs personnel assigned international airport dollar concealed inside total warehouse city statement said sent certain poblacion city physical examination found contain dollar hidden week undeclared foreign said port seizure detention aggregate equivalent value district collector public anew manual foreign exchange transaction importer declare intended foreign currency declaration form said foreign subjected seizure forfeiture violation misdeclaration republic relation central bank foreign exchange transaction manual angelica,,Statutory Crime,https://www.gmanetwork.com/news/topstories/metro/764626/customs-seizes-parcels-with-undeclared-us-dollar-bills-in-pasay/story/,https://images.gmanews.tv/webpics/2018/01/4_2018_01_30_13_44_21.jpg,,,4
467 boxes of undocumented fish imports seized in Malabon,12/01/2020 17:05,12/02/2020 7:08,,bureau aquatic undocumented fish market denial city according unable present necessary importation fish sanitary import certificate delivery receipts transport clearance said violation unlawful importation exportation fish fishery species republic found delivery receipt second dealer match receipt company violation filing administrative said include mackerel squid yellow tail salmon moonfish custody team,Malabon City,Statutory Crime,https://www.gmanetwork.com/news/topstories/metro/766349/467-boxes-of-undocumented-fish-imports-seized-in-malabon/story/,https://images.gmanews.tv/webpics/2020/12/IMG_0193_2020_12_01_16_58_55.JPG,,,4
Journalist arrested in Mandaluyong —NUJP,12/10/2020 16:31,12/10/2020 18:23,,country international human journalist house city morning national union said according lady discovered raid house later found facility criminal investigation detection group national police repost urgent alert journalist lady house morning international human editor manila today officer international association radio television photo photo inside white unmarked vehicle said taken relative news comment condemned arrest immediate release chose seize known international human said separate tweet arrest long standing agreement national police media arrest later added national union arrest colleague manila today editor lady immediate release group said arrest proof administration bent independent critical media order manipulate flow information community independent close demand stop repression media hold accountable abuse violation said according police simultaneously carried loose criminal aside mark taken police custody separate said caliber caliber caliber ammunition residence said said search warrant executive judge city regional trial court branch national union supreme court review seemingly irregular issuance leading simultaneous police city arrest,Mandaluyong City,Property Crime,https://www.gmanetwork.com/news/topstories/metro/767518/journalist-arrested-in-mandaluyong-nujp/story/,https://images.gmanews.tv/webpics/2020/12/lady_ann_salem_2020_12_10_16_31_01.JPG,,,2
Family mulls complaint vs. 'Poblacion Girl' over quarantine breach,01/06/2022 10:00,," JOVILAND RITA, GMA News ",family dinner party traveler hotel quarantine later tested positive covid considering filing complaint news balita laurel member family said consider traveler irresponsible especially tested positive covid dinner thought irresponsible said file complaint main concern point kung family position point laurel added filing complaint main concern point attend sick best action family position point according laurel family dinner pandemic said gathering friend cousin brought said family personally personally invite dinner laurel said people dinner clan laurel laurel said poblacion girl allegedly party barangay poblacion city supposed quarantine mindful following incident hope moving forward think affect said trying stay safe comply health safety mindful affect criminal investigation detection group national police lodged complaint prosecutor office violation mandatory notifiable health public health concern hotel personnel said close file,Makati City,Morality Crime,https://www.gmanetwork.com/news/topstories/metro/817176/family-mulls-complaint-vs-poblacion-girl-over-quarantine-breach/story/,https://images.gmanews.tv/webpics/2022/01/carlos_2022_01_06_09_46_11.jpg,,,3
DILG orders thorough probe into Caloocan City Jail riot,01/11/2022 19:13,,,department interior local government ordered bureau jail management penology conduct thorough probe riot city jail injured interior secretary directed chief director allan form special investigating team national headquarters determine cause incident responsible perished tragic incident assure public pursue thorough investigation incident undersecretary said statement said national headquarters personnel lessen tension inside jail mobility restricted undersecretary added jail duty check footage current jail congested capacity need transfer better benefit appeal fast track donation intended city jail added said riot rival commando following game jail facility normal night national police said investigating incident check inside jail,Caloocan City,Violent Crime,https://www.gmanetwork.com/news/topstories/metro/817793/dilg-orders-thorough-probe-into-caloocan-city-jail-riot/story/,https://images.gmanews.tv/webpics/2022/01/dilg_caloocan_jail_2022_01_11_18_33_16.jpg,,,1
DILG: More complaints mulled vs. Berjaya Hotel over quarantine breach,01/12/2022 17:48,," JOVILAND RITA, GMA News ",criminal investigation detection group considering filing additional hotel traveler quarantine facility official department interior local government said undersecretary noted separate initial involved quarantine breach looking filing additional hotel said told news disclose right filing prosecutor office addition charge complaint prosecutor office quarantine people complaint violation republic mandatory notifiable health public health concern hotel personnel week city government closure order hotel city department tourism suspended accreditation hotel said closure order basis pointing order final period given appeal hotel quarantine attend party visit poblacion tested positive covid fellow party staff restaurant later tested positive disease news hotel reaction response posting time,Makati City,Violent Crime,https://www.gmanetwork.com/news/topstories/metro/817918/dilg-more-complaints-mulled-vs-berjaya-hotel-over-quarantine-breach/story/,https://images.gmanews.tv/webpics/2021/09/Jonathan_Malaya_2021_09_10_23_26_05.JPG,,,1
BOC principal examiner shot in Manila,1/16/2022 22:10,,,principal examiner bureau customs hurt unidentified motorcycle rider shot sampaloc manila according report shooting incident barangay past based footage victim rider fired window gunman immediately fled victim sustained neck hospital fortunately pang maneuver malate manila police district police major said said time involved ambush corruption agency know closeness course amin baka pattern assistant commissioner vincent said said recent victim involved investigation offering reward help locate suspect national police national bureau investigation looking matter angelica,Manila City,Violent Crime,https://www.gmanetwork.com/news/topstories/metro/818366/boc-principal-examiner-shot-in-manila/story/,https://images.gmanews.tv/webpics/2022/01/boc_worker_shot_2022_01_16_22_04_49.jpg,,,1
Unvaccinated woman throws a fit after being denied a ride in Taguig,1/21/2022 20:23,,,unvaccinated woman threw police taking public transportation amid implementation vaccination ride covid policy according report woman disappointed threw microphone reporter vaccine ride city right vaccine vaccine card unvaccinated woman right vaccine vaccine card want vaccine card bought food ride apart taking public transport provided shuttle transport respective accordance vaccine ride policy acting presidential vaccination exemption policy unvaccinated public transport manila region alert level higher transportation secretary department order public transportation access fully vaccination status proven physical digital local government unit vaccine card department health vaccine certification inter agency task force document valid government address order line president directive restrict movement people unvaccinated covid manila surge covid government department order medical prevent covid vaccination shown duly medical certificate contact doctor essential goods limited food water medicine medical public energy work medical dental shown duly barangay health pass proof justify travel,Taguig City,Violent Crime,https://www.gmanetwork.com/news/topstories/metro/819031/unvaccinated-woman-throws-a-fit-after-being-denied-a-ride-in-taguig/story/,https://images.gmanews.tv/webpics/2022/01/Untitled_2022_01_21_21_26_46.jpg,,,1
" Airport cabbie, barker nabbed for extorting P10,000 from foreigners ",04/09/2022 21:31,,,airport taxi driver barker according weekend report airport looking ride manila barker taxi immediately agreed barker offer skyway barker taxi driver disagreed expensive taxi driver barker allegedly knife choice acquiesce returned airport report incident airport police taxi driver barker airport time despite flee allegedly airport police incident face homicide resistance disobedience person authority unjust vexation grave coercion violation duty procure license,Manila City,Financial or White Collar Crime,https://www.gmanetwork.com/news/topstories/metro/828022/airport-cabbie-barker-nabbed-for-extorting-p10-000-from-foreigners/story/,https://images.gmanews.tv/webpics/2022/04/Untitled_2022_04_09_21_29_17.jpg,,,5
HPG: Vehicles with unauthorized ‘wangwang’ come from exclusive villages,7/14/2022 22:37,,GMA News,campaign unauthorized city government employee said staff lawmaker according report hesitant subject confiscation mission order police colonel deputy director said motorist looking mission order follow wait surrender based report wang wang come executive base intelligence report wang wang executive subdivision police lieutenant colonel chief said based intelligence unauthorized wang wang coming executive,Makati City,Violent Crime,https://www.gmanetwork.com/news/topstories/metro/838220/hpg-vehicles-with-unauthorized-wangwang-come-from-exclusive-villages/story/,https://images.gmanews.tv/webpics/2022/07/Van_with_blinkers_2022_07_14_22_30_22.png,,,1
Manila Health Department probes alleged food poisoning in Tondo,7/21/2022 16:44,7/21/2022 23:01,,manila health department said investigation food poisoning incident death resident hospitalization statement manila health department said human food sent laboratory analysis department health regional epidemiology surveillance unit research institute medicine national police currently investigation said incident assure public continue affected community assist additional said food poisoning manila health department balita report fatality manila rushed hospital later found frothing room eating chicken rest eaten vendor report said taken medical center stable condition manila mother likewise stable condition bale violet relative victim said report experienced dizziness hand suddenly turned violet left house found unconscious neighbor said checked house sister unconscious sister brought footage initially child vomiting experienced passing barangay rush hospital based interview manila health department said chicken makeshift table sidewalk street barangay experienced common dizziness headache vomiting cyanosis sensorium mild severe chief manila said mild possibly eaten experienced severe manila health department local government expressed family fatality empathize affected tragic incident yesterday life lost unfortunate event deeply sorry sudden grief cost family added vendor chicken nausea vomiting ward bago mother chicken vendor said saying daughter ward husband tasted morning going said idea experienced halo said according daughter selling unusual food vendor assured barangay help financial kung pang barangay councilman barangay manila said help financially assist providing medicine assistance,Manila City,Violent Crime,https://www.gmanetwork.com/news/topstories/metro/838926/manila-health-department-probes-alleged-food-poisoning-in-tondo/story/,"https://images.gmanews.tv/webpics/2022/07/Food_poisoning_in_Tondo_leaves_1_dead,_downs_15_2022_07_21_11_14_04.jpg",,,1
